Name,Value,Wage
Jeffrey Schlupp,€6500K,€43K
Brian Lozano,€7000K,€18K
Benoît Poulain,€4200K,€12K
Gökhan Töre,€6000K,€14K
Pedro K. Medina da Silva,€5500K,€14K
Víctor David Díaz Miguel,€4100K,€17K
Joel Obi,€5500K,€5K
Conor Hourihane,€5500K,€47K
Jailson Michel Caeiro Meireles,€5000K,€18K
Rafael da Silva,€6500K,€12K
Nicolás Vikonis,€1500K,€4K
Rouwen Hennings,€5000K,€28K
Wanderson de Jesus Martins,€6500K,€10K
Orbelín Pineda,€8000K,€19K
Sandro R. G. Cordeiro,€4600K,€14K
Édson Puch,€4400K,€13K
Kel Bruno Pereira Negrão,€1700K,€10K
Agustín Bouzat,€7000K,€15K
Predrag Rajkovic,€7000K,€15K
Nicolai Müller,€4900K,€28K
Dino Arslanagic,€6000K,€11K
Mikel Agu,€6500K,€9K
Ludovic Butelle,€950K,€10K
Juan José Santigaro,€0,€0
Marcelo Estigarribia,€4900K,€13K
Erik Sviatchenko,€5500K,€19K
Hugo Goiteira Regalo,€5000K,€12K
Carlos González,€7000K,€21K
Fábio Kel Melo Feijó,€2500K,€18K
Sokratis Dioudis,€5000K,€1K
Nicolás Benedetti,€9500K,€37K
Tobias Sippel,€3600K,€17K
Stoppila Sunzu,€4600K,€16K
Leandro Damião da Silva dos Santos,€5500K,€11K
Diego Mariño Villar,€4600K,€8K
Nicolás Silva,€5500K,€12K
Florian Hübner,€5500K,€31K
Yassin Ayoub,€7000K,€12K
Jorge Pulido Mayoral,€5500K,€8K
João Pedro da Silva Pereira,€1600K,€17K
Roberto Suárez Pier,€7500K,€16K
Osvaldo Murilo Lodeiro Ferreira,€4200K,€12K
Miguel Ángel Herrero Javaloyas,€5000K,€18K
Alejandro Romero Gamarra,€8000K,€7K
Antonio Latorre Grueso,€7500K,€10K
Osvaldo Martínez,€3300K,€19K
Antonio José Rodríguez Díaz,€6000K,€18K
Stefan Medina,€5000K,€31K
Aleksandar Katai,€5500K,€8K
Héctor Canteros,€5000K,€20K
Fabiano Elton Sonta Pessoa,€5000K,€22K
Christian Clemens,€6000K,€23K
Federico Viviani,€6000K,€4K
Jack O'Connell,€6500K,€26K
Mathías Olivera,€8000K,€13K
Antonio Barreca,€6500K,€12K
Gil Bastiao Dias,€7500K,€27K
Aurélio Gabriel Ulineia Buta,€7000K,€9K
Olívio Da Rosa,€4300K,€13K
Diego Benaglio,€1500K,€15K
Lamine Sané,€3600K,€7K
Iñigo Pérez Soto,€4300K,€23K
Rubén García Santos,€7000K,€25K
Damir Kreilach,€5000K,€8K
Pedro Antonio Sánchez Moñino,€4400K,€9K
Lucas Romero,€7000K,€16K
Oribe Peralta,€2600K,€26K
Dia Saba,€7000K,€14K
Celso Borges,€4300K,€20K
Amato Ciciretti,€6500K,€44K
Edgar Antonio Méndez Ortega,€5500K,€23K
Willem Janssen,€3600K,€15K
Merih Demiral,€9000K,€45K
Luciano Vietto,€7000K,€12K
Marlon Lourival Nideiro Cintra,€2500K,€18K
Dwight McNeil,€9000K,€17K
Jacson João Zonta Filho,€2500K,€9K
Jürgen Damm,€6500K,€53K
Georges-Kévin Nkoudou,€7500K,€43K
Moisés Lima Magalhães,€4800K,€17K
Bongani Zungu,€6500K,€17K
Munir Mohand Mohamedi,€4400K,€7K
Gaël Kakuta,€5500K,€18K
Prince-Désir Gouano,€6500K,€15K
Sanjin Prcić,€7000K,€23K
Kyle Walker-Peters,€7000K,€49K
Leonardo Miguel Garcia Caldeira,€2500K,€9K
Georgiy Schennikov,€4800K,€34K
Charlie Austin,€5500K,€41K
Trent Sainsbury,€0,€0
Mykola Morozyuk,€4100K,€12K
Alvin Severino Sousa Diniz,€2500K,€11K
Jan-Arie van der Heijden,€4200K,€12K
Bill Hamid,€5000K,€6K
Filip Đuričić,€6500K,€40K
Joris van Overeem,€7000K,€16K
Andrés Chávez,€6000K,€17K
Gökhan İnler,€1800K,€20K
Viktor Kovalenko,€8500K,€1K
Luca Cigarini,€3300K,€27K
Ibrahim Traoré,€5000K,€1K
Facundo Quignon,€6500K,€15K
Bogdan Butko,€4800K,€1K
Ryan Thomas,€7000K,€13K
Jorge Franco Alviz,€7000K,€20K
Mahmoud Abdelhamid Soliman,€7000K,€11K
Moussa Sow,€3500K,€15K
Robson Tony Denho Serra,€5000K,€14K
Yoel Rodríguez Oterino,€3800K,€15K
Renato Ribeiro Calixto,€5500K,€21K
José Carlos Coentrão Marafona,€3400K,€10K
Orel Mangala,€8500K,€18K
Claudiano G. Sobrino Guevara,€1800K,€10K
Stéphane M'Bia,€2700K,€10K
Hélton Luiz Celanova Vieira,€6000K,€25K
Gianluca Caprari,€7000K,€30K
Camillo Ciano,€5500K,€5K
Erick Ronaldo Gameira Carvalho,€6000K,€15K
Abdülkadir Ömür,€8500K,€19K
Mevlüt Erdinç,€4500K,€53K
Bojan Krkić Pérez,€5500K,€8K
Adrià Giner Pedrosa,€8000K,€15K
Juan Carlos Real Ruiz,€5500K,€9K
Pol Mikel Lirola Kosok,€7000K,€26K
Callum Hudson-Odoi,€11500K,€31K
João Felipe Schmidt Urbano,€6500K,€8K
William de Asevedo Furtado,€6500K,€28K
Tim Krul,€3600K,€29K
Oier Olazábal Paredes,€4600K,€16K
Bruno Alexandre Vieira Almeida,€8500K,€10K
Gaëtan Bong,€4100K,€35K
Niklas Hult,€4600K,€1K
Johannes Geis,€6000K,€12K
Lucas Cavallini,€7000K,€9K
Matheus Jadson Vidigal Morais,€6000K,€27K
Stefan Ilsanker,€4600K,€35K
Ilja Nestorovski,€5500K,€17K
Bruno Miguel Semedo Varela,€5500K,€10K
Sebastian Larsson,€2700K,€10K
Andreas Ulmer,€2500K,€28K
Mike van der Hoorn,€6000K,€23K
Jens Stryger Larsen,€4800K,€15K
Fabrício dos Santos Messias,€5500K,€14K
Camilo Mayada,€4800K,€12K
Bruno Ecuélé Manga,€4600K,€12K
Khouma Babacar,€7000K,€18K
Cican Stanković,€5000K,€22K
Edvaldo Flávio Rebelo de Freit,€5000K,€18K
Paul Baysse,€4200K,€24K
Scott Arfield,€5000K,€43K
Anders Christiansen,€5500K,€9K
Iván Alejo Peralta,€7500K,€9K
Jesús Dueñas,€5000K,€53K
Matías Caruzzo,€2100K,€14K
Nicolas De Préville,€6000K,€30K
Anwar El Ghazi,€7500K,€43K
Rafael Czichos,€4700K,€22K
Fernando Zuqui,€6500K,€13K
Keagan Dolly,€7000K,€27K
Matheus Santos Carneiro Da Cunha,€10000K,€32K
Fabián Rinaudo,€3700K,€14K
Felipe Mora,€7000K,€20K
Federico Lértora,€5000K,€12K
Milton Caraglio,€5500K,€24K
Jens Toornstra,€5500K,€13K
Maurício de Carvalho António,€6000K,€11K
Javier Eraso Goñi,€5500K,€26K
Djibril Sow,€9500K,€24K
Pedro Antonio Porro Sauceda,€8500K,€8K
Bruno Valdez,€6000K,€39K
Diego Rolán,€7000K,€19K
José Ángel Pozo la Rosa,€8000K,€7K
Sebastião Erick Couteira Baía,€4900K,€14K
Walace Souza Silva,€7000K,€12K
Ciro Rius,€5500K,€17K
Viktor Vasin,€4600K,€32K
Danny Ward,€4100K,€43K
Loïs Diony,€7000K,€29K
Rade Krunić,€7000K,€29K
Asier Riesgo Unamuno,€1500K,€5K
Álvaro García Rivera,€6500K,€8K
Oliver McBurnie,€8000K,€29K
Kauã Ricardo Abranches Simões,€2500K,€9K
Tore Reginiussen,€2700K,€6K
José Manuel Rodríguez Benito,€6000K,€34K
Nicolás Bertolo,€3400K,€14K
Thievy Bifouma,€6000K,€14K
Adam Masina,€6500K,€43K
Lucas Deaux,€4600K,€19K
Dimitrios Kourmpelis,€7000K,€1K
Nicolás Júlio Formido Paiva,€4900K,€23K
Gabriel dos S. Magalhães,€7500K,€20K
Gernot Trauner,€6000K,€10K
Joseph Aidoo,€7000K,€16K
Pedro Guilherme Abreu dos Santos,€9000K,€39K
Peter Pekarík,€3500K,€21K
Hannes Wolf,€9500K,€28K
Gaëtan Charbonnier,€5500K,€19K
John Egan,€6000K,€27K
Andrey Semenov,€0,€0
Igor Lichnovsky,€6500K,€19K
Jonás Ramalho Chimeno,€6000K,€9K
Kévin Manuel Rodrigues,€6500K,€22K
Juan Ramírez,€6500K,€20K
Kasim Adams Nuhu,€7000K,€20K
Ron Vlaar,€2100K,€9K
Ilie Sánchez Farres,€5000K,€8K
Ewerton José Almeida Santos,€4600K,€12K
Hörður Magnússon,€6500K,€32K
Alejandro Chumacero,€5500K,€9K
Odsonne Edouard,€9000K,€35K
Stefan Mitrović,€5500K,€23K
Dennis Aogo,€3700K,€23K
Keiren Westwood,€2500K,€19K
Jeong Ho Hong,€4700K,€10K
Joe Allen,€5500K,€31K
José Ángel Crespo Rincón,€3600K,€1K
Rafael Cabral Barbosa,€4000K,€16K
Diego Rigonato Rodrigues,€4900K,€21K
Birger Verstraete,€6500K,€20K
Alan Browne,€7500K,€22K
Albian Ajeti,€8500K,€56K
Georgios Tzavellas,€4200K,€12K
Luca Antonelli,€3500K,€5K
Roger Martínez,€7500K,€44K
Harry Arter,€5500K,€38K
André Hahn,€5500K,€22K
Marlon da Silva Barbosa,€7000K,€32K
Henry Martín,€6500K,€46K
Fabian Klos,€5000K,€17K
Volodymyr Shepelev,€8000K,€1K
Matej Mitrović,€6500K,€17K
Sean Morrison,€4900K,€24K
Saša Lukić,€7000K,€27K
Mehmet Ekici,€5500K,€51K
Allan Nyom,€4100K,€18K
Connor Goldson,€6500K,€39K
Jeff Reine-Adélaïde,€9000K,€36K
Pablo Maffeo Becerra,€7500K,€6K
Darko Lazović,€5500K,€16K
David Limberský,€1600K,€1K
Romain Amalfitano,€5500K,€14K
Tomás Cardona,€7000K,€9K
Lucas Janson,€7000K,€13K
Roger Krug Guedes,€8000K,€16K
Ibrahim Afellay,€3400K,€15K
Sargis Adamyan,€6500K,€28K
Sabin Merino Zuloaga,€6000K,€27K
Dimitri Foulquier,€6500K,€49K
Simone Missiroli,€3300K,€13K
Miguel Trauco,€5500K,€24K
Juan Carlos Martín Corral,€3600K,€7K
Aaron Lennon,€4400K,€30K
Ambroise Oyongo,€4800K,€25K
Angel Romero,€6500K,€20K
Carlos Manuel Cardoso Mané,€6500K,€10K
João Victor Santos Sá,€7000K,€37K
Timo Letschert,€6000K,€12K
Pedro Miguel Martins Santos,€4900K,€8K
Rafael Pérez,€4700K,€4K
Vincent Koziello,€7500K,€20K
Felix Bastians,€4200K,€13K
Samba Sow,€4600K,€34K
Joe Ralls,€7000K,€24K
Sibusiso Vilakazi,€0,€0
Victorino M. Magela Sá,€3600K,€9K
Kei Kamara,€3000K,€9K
Matheus Dória Macedo,€6500K,€15K
Junior Alonso,€6500K,€18K
Pedro Miguel Braga Rebocho,€7000K,€38K
Sten Michael Grytebust,€4000K,€15K
Daniel Bocanegra,€3600K,€5K
Adriano Leandro Soares Taffarel,€4000K,€18K
Leandro Fernández,€6000K,€16K
Marcel Tisserand,€6000K,€32K
Fernando Navarro,€4400K,€23K
Adrián González Morales,€4800K,€10K
Riza Durmisi,€6500K,€32K
Pirmin Schwegler,€3700K,€9K
Florian Niederlechner,€6000K,€24K
Cristian Lema,€5500K,€16K
Moussa Diaby,€9500K,€25K
Bruno Ferreira Bonfim,€5500K,€1K
Loris Benito,€5500K,€24K
Lucas Villafañez,€6000K,€11K
Felipe Pardo,€5500K,€24K
Wilson Morelo,€4500K,€14K
Ritsu Doan,€9000K,€11K
Christian Maggio,€1000K,€3K
Francesco Magnanelli,€2200K,€37K
Valentín Vada,€7000K,€8K
Rafik Halliche,€3600K,€10K
Ismaël Bennacer,€9000K,€23K
Gojko Cimirot,€6500K,€14K
Filip Helander,€6000K,€39K
Tyrone Mings,€6500K,€41K
José Manuel Jurado Marín,€3400K,€10K
Adolfo Heitor Padilha Alves,€5000K,€12K
Lazaros Christodoulopoulos,€4400K,€1K
Rachid Ghezzal,€6000K,€44K
Adama Traoré Diarra,€8500K,€56K
Joaquín Fernández Moreno,€7500K,€14K
Alejandro Bedoya,€4300K,€8K
Martin Linnes,€5000K,€45K
Alexander Hack,€6500K,€20K
Jack Stephens,€7000K,€37K
Charly Musonda,€8000K,€15K
Nuno Miguel da Costa Jóia,€6000K,€28K
Perparim Hetemaj,€4300K,€5K
Boubakary Soumaré,€10500K,€23K
Marvin Bakalorz,€4800K,€24K
Marcelino Moreno,€7000K,€16K
Mirko Valdifiori,€2700K,€12K
Dennis Diekmeier,€4600K,€7K
Daniel Giménez Hernández,€1500K,€4K
Adrien Hunou,€7000K,€35K
Romain Salin,€2500K,€25K
Saïd Benrahma,€7500K,€35K
Lucas Gamba,€4500K,€17K
Aleix García Serrano,€8500K,€10K
Zinho Vanheusden,€8500K,€7K
Alfred N'Diaye,€5500K,€30K
Stefan Bell,€5500K,€21K
Douglas Chagas Matos,€5000K,€5K
Ricardo José Monteiro,€2400K,€7K
Miloš Degenek,€0,€0
Jesus Fabrício Andrade Simões,€5000K,€21K
Antonio Barragán Fernández,€3500K,€18K
Sam Lammers,€8500K,€15K
Paul-José Mpoku,€6000K,€15K
Andrei Girotto,€5000K,€20K
Douglas Luiz Soares de Paulo,€8500K,€29K
Abdul Rahman Baba,€6500K,€17K
Steven Davis,€2700K,€43K
Şener Özbayraklı,€4600K,€47K
Pape Cheikh Diop,€8500K,€15K
Timm Klose,€4200K,€35K
Andreas Cornelius,€7000K,€38K
Ben Gibson,€6500K,€27K
Stéphane Bahoken,€6500K,€22K
Javier Ontiveros Parra,€8000K,€19K
Simon Falette,€6000K,€26K
Mathew Leckie,€5500K,€24K
Valerio Verre,€7500K,€15K
Pedro Mario Álvarez Abrante,€1100K,€8K
Roman Hubník,€1700K,€1K
Thomas Delaine,€5500K,€16K
Andrés Cubas,€8000K,€13K
Ali Adnan,€6000K,€7K
Fernando Zampedri,€5000K,€17K
João António Antunes Carvalho,€8500K,€32K
Juan Sánchez Miño,€4600K,€18K
Mateo Pavlović,€4700K,€20K
Jordan Ferri,€6500K,€27K
Christian Bassogog,€8000K,€13K
Fernando Belluschi,€2500K,€14K
Peter Olayinka,€7500K,€1K
Emanuel Reynoso,€8500K,€17K
Dominik Szoboszlai,€10000K,€11K
Daniel Heuer Fernandes,€5000K,€10K
Lucas Zelarayán,€6000K,€53K
Óscar Trejo,€4800K,€8K
Sebastián Villa,€8500K,€17K
Ezequiel Barco,€9500K,€6K
Wanderson Souza Carneiro,€3500K,€12K
Juan Francisco Moreno Fuertes,€4400K,€12K
Sonny Kittel,€6500K,€15K
Fouad Bachirou,€4800K,€8K
Jean-Eudes Aholou,€6500K,€23K
Brahian Alemán,€5500K,€15K
Billy Sharp,€3500K,€32K
Sébastien Corchia,€4800K,€22K
Rubén Pardo Gutiérrez,€6500K,€23K
Paolo Goltz,€2100K,€18K
Djamel Eddine Benlamri,€4700K,€28K
Gustavo Blanco Leschuk,€6500K,€18K
Hamza Choudhury,€8000K,€38K
Johnny Russell,€5500K,€9K
Tomáš Holeš,€6000K,€1K
Jamiro Gregory Monteiro Alvarenga,€7000K,€8K
Haris Medunjanin,€2700K,€8K
Jorge Miramón,€4400K,€19K
Santiago Cáseres,€7500K,€20K
Thomas Kaminski,€5000K,€14K
Lukas Hinterseer,€6000K,€15K
Ricardo Miguel Moreira Costa,€1100K,€4K
Chris Mepham,€7500K,€32K
Nuno Miguel Prata Coelho,€4200K,€7K
Cristian Chagas Tarouco,€4200K,€20K
Diego González,€4800K,€18K
Paul Lasne,€5000K,€17K
Roberto Alvarado,€8500K,€17K
Pablo Mouche,€4900K,€8K
Nicolò Zaniolo,€12000K,€18K
Ondřej Kolář,€6000K,€1K
Alex Král,€8500K,€28K
Aurélien Chedjou,€2100K,€16K
Barry Bannan,€5500K,€26K
Chidozie Awaziem,€7000K,€19K
Mislav Oršić,€6500K,€1K
Petr Ševčík,€7500K,€1K
Moussa Djenepo,€8500K,€35K
Eduard Löwen,€8000K,€20K
Daniele Padelli,€3000K,€34K
Thulani Serero,€0,€0
Jonathan Hogg,€4600K,€27K
Lewis Holtby,€5500K,€21K
Luis Advíncula,€4600K,€8K
Giancarlo González,€4200K,€7K
Uğurcan Çakır,€5500K,€16K
Carlos Zambrano,€4700K,€1K
Silvio Romero,€5500K,€20K
Jesús Gallardo,€7000K,€30K
Enaldo Charles Toxeto Reis,€4200K,€22K
Bojan Jokič,€0,€0
Camilo da Silva Sanvezzo,€5500K,€21K
Yoshimar Yotún,€5500K,€23K
Moisés Gómez Bordonado,€7500K,€25K
Diego Rico Salguero,€6000K,€45K
Scott Sinclair,€5500K,€43K
Ladislav Krejčí,€6000K,€29K
Jonathan Agudelo,€5000K,€2K
Antonio Sivera Salvá,€4300K,€12K
Lucas Orbán,€3200K,€15K
Alejandro Arribas Garrido,€3200K,€9K
André Renato Soares Martins,€3800K,€10K
Gastón Lezcano,€3100K,€10K
Mikel Vesga Arruti,€4900K,€18K
Vukašin Jovanović,€4700K,€19K
Juan Ezequiel Cuevas,€3500K,€5K
David Okereke,€6500K,€15K
David Juncà Reñé,€4700K,€16K
Davy Roef,€3800K,€11K
Gökhan Akkan,€3900K,€8K
Lasse Sobiech,€3900K,€21K
Miguel Ángel Guerrero Martín,€4100K,€1K
Farid Boulaya,€4700K,€17K
Alexis Blin,€5000K,€12K
Afriyie Acquah,€4100K,€13K
Lucas E. Santana de Oliveira,€5000K,€8K
Jonjoe Kenny,€4900K,€18K
Ryan Kent,€7000K,€37K
Shogo Taniguchi,€4000K,€8K
Wilson Miguéis Manafá Jancó,€4700K,€9K
Carlos Santos Rodrigues,€4800K,€22K
Pajtim Kasami,€4600K,€25K
Caiuby Fr. da Silva,€3800K,€20K
Matías Zaldivia,€4000K,€7K
Matt Miazga,€4800K,€15K
Pedro Alcalá Guirado,€3200K,€8K
Giovanni Di Lorenzo,€4800K,€40K
Tim Melia,€2200K,€5K
Antonio Di Gaudio,€3900K,€16K
Radosav Petrović,€3300K,€8K
Kenan Karaman,€5000K,€22K
Lyanco Neves Vojnovic,€5500K,€25K
Luca Sangalli Fuentes,€5500K,€18K
Tim Leibold,€4400K,€11K
Loïck Landre,€4300K,€17K
Patricio Gabarrón Gil,€4400K,€31K
Marco Russ,€1900K,€24K
Pietro Maurício Mendes Abranches,€1800K,€9K
Tim Matavž,€3900K,€17K
Esteban Pavez,€0,€0
Junior Hoilett,€3900K,€24K
Evanildo Fernandes Gomes,€2400K,€20K
Lucas Vera,€6000K,€14K
Joel Ward,€3300K,€37K
Steven Skrzybski,€4900K,€26K
Iago Azevedo dos Santos,€4300K,€9K
Sinan Gümüş,€4900K,€14K
Jaime Tomás Abravanel Mestres,€2800K,€9K
Toma Bašić,€6000K,€21K
Saúl Berjón Pérez,€2400K,€10K
Javier Fuego Martínez,€1300K,€6K
Oliver Fink,€1300K,€17K
Federico Macheda,€4300K,€1K
Yasin Öztekin,€3100K,€20K
Yussif Raman Chibsah,€4800K,€13K
Alexander Scholz,€4400K,€17K
Marvin Friedrich,€5500K,€23K
Uroš Račić,€5000K,€7K
Jesús Molina,€3000K,€27K
Claudio Baeza,€5000K,€11K
Gastón Silva,€4800K,€15K
Min Jae Kim,€5000K,€12K
Daniel Sánchez Ayala,€3900K,€26K
Eugeni Valderrama Domènech,€5500K,€7K
Sergio Vittor,€3200K,€12K
Frederico Peter Cabral Bardini,€2800K,€20K
Romário Ricardo da Silva,€4100K,€33K
Onel Hernández,€4700K,€36K
Jordan Amavi,€4500K,€23K
Goran Pandev,€1800K,€12K
Emil Krafth,€4600K,€24K
Massimo Luongo,€4300K,€21K
Niko Gießelmann,€3600K,€21K
Thomas Ouwejan,€4700K,€7K
Luis David Couprins Acuna,€3000K,€12K
Fedor Kudryashov,€0,€0
Callum Paterson,€5500K,€22K
Ui Jo Hwang,€4800K,€27K
Edoardo Goldaniga,€4200K,€12K
Miler Bolaños,€3900K,€18K
Berat Djimsiti,€4600K,€34K
Enrico Alfonso,€2600K,€9K
Nenad Krstičić,€4000K,€1K
Didier Delgado,€4300K,€4K
Bersant Celina,€5500K,€20K
Alex Pritchard,€4800K,€27K
Sofiane Alakouch,€5500K,€12K
Cristian Romero,€8000K,€9K
José Vicente Gómez Umpiérrez,€3700K,€8K
Gerso Fernandes,€4000K,€8K
Giedrius Arlauskis,€2600K,€8K
Stiven Mendoza,€4200K,€16K
Enzo Crivelli,€5500K,€27K
Jose Ignacio Peleteiro Ramallo,€4000K,€46K
Riechedly Bazoer,€5500K,€14K
Carlos Kameni,€0,€0
Anthony Alfárnez,€0,€0
Greg Cunningham,€3400K,€18K
Marcos Alam Paneira Almeida,€3000K,€11K
Carlos Peralta,€4000K,€2K
Alberto Cifuentes Martínez,€400K,€4K
Alexander Walke,€675K,€13K
Andreas Beck,€2500K,€10K
Genki Haraguchi,€4000K,€25K
Kévin Monnet-Paquet,€3800K,€24K
Reinhold Yabo,€4500K,€14K
Christian Fuchs,€1800K,€49K
Bart Ramselaar,€5500K,€14K
Daniel Rodríguez Vázquez,€3400K,€20K
Nicolas Benezet,€4000K,€8K
Olcay Şahan,€3100K,€20K
Karl Darlow,€3500K,€24K
Marlon Pack,€3600K,€22K
Michael Santos,€5000K,€19K
Claudiu Keșerü,€0,€0
Jean-Sylvain Babin,€2600K,€8K
Emiliano Vecchio,€3700K,€29K
Víctor Sabanter,€0,€0
Liam Moore,€4400K,€17K
Stefanos Kapino,€3900K,€15K
Júlio César Pires Feitosa,€2900K,€11K
Nicolás Spolli,€800K,€3K
Seung Dae Kim,€4100K,€11K
Vinicius Lúcio Cardenha Caeiro,€3600K,€21K
Daniel Raba Antolin,€5500K,€7K
Gabriel Moisés Antunes da Silva,€3400K,€23K
Oliver Sorg,€3300K,€12K
Marcus Danielson,€3200K,€5K
Luís Rafael Soares Alves,€4700K,€7K
Pau Francisco Torres,€5500K,€18K
Tom Lawrence,€4900K,€22K
Marcel Sobottka,€4700K,€20K
Philipp Tschauner,€2200K,€26K
Roberto Torres Morales,€3800K,€24K
Nicolás De la Cruz,€6000K,€16K
Paul-Georges Ntep,€4300K,€13K
Kalifa Coulibaly,€4300K,€22K
Axel Tuanzebe,€6500K,€46K
Shinji Okazaki,€2400K,€8K
Pablo Ceppelini,€4200K,€5K
Jonas Omlin,€4100K,€15K
Tsukasa Shiotani,€3200K,€1K
Roman Yaremchuk,€5500K,€17K
Erick Lardero,€0,€0
Iván Sánchez Aguayo,€4300K,€7K
Matías Dituro,€2400K,€8K
Maximilian Mittelstädt,€6000K,€19K
Lebo Mothiba,€5500K,€22K
Michal Trávník,€5000K,€1K
Rémi Walter,€5500K,€21K
Domingo Blanco,€5500K,€15K
André Filipe Luz Horta,€5500K,€10K
Dmitriy Barinov,€6000K,€28K
Bram Nuytinck,€3800K,€14K
Yaya Sanogo,€5000K,€25K
Edigar Junio Teixeira Lima,€4100K,€7K
Mathieu Cafaro,€6000K,€20K
Mu Kanazaki,€3900K,€6K
André Castro Pereira,€3500K,€20K
Matt Hedges,€3400K,€7K
Richard Strebinger,€3600K,€11K
Ezequiel Schelotto,€3200K,€33K
Ignasi Miquel i Pons,€4400K,€8K
Pablo Insua Blanco,€4600K,€7K
Álejandro Gallar Falguero,€4200K,€9K
Gautier Larsonneur,€4500K,€10K
Ezequiel Muñoz,€4000K,€15K
Ondřej Kúdela,€2600K,€1K
Hyun Jun Suk,€4100K,€26K
Víctor Rodríguez Romero,€3900K,€8K
Adem Büyük,€3500K,€45K
Alberto Guitián Ceballos,€3900K,€9K
Mitchell Dijks,€4100K,€23K
Luca Rossettini,€1500K,€14K
Carlos Clerc Martínez,€4000K,€17K
Andrés Ibargüen,€4200K,€39K
Hee Chan Hwang,€5500K,€27K
Nemanja Nikolić,€3600K,€8K
Kevin Wimmer,€4400K,€10K
Martín Nervo,€3900K,€17K
Per Karlsson,€1900K,€8K
Alan Ruiz,€5000K,€11K
Ilzat Akhmetov,€7000K,€24K
Ailton Jonas Valpaços Salazar,€3600K,€24K
Timothy Fosu-Mensah,€5500K,€46K
Samuel Grandsir,€6000K,€14K
Alejandro Fernández Iglesias,€5000K,€9K
Braian Cufré,€6000K,€10K
Kristian Pedersen,€4700K,€10K
Douglas Arthur Armeira Bahia,€3600K,€11K
Marcin Kamiński,€4200K,€20K
Sherman Cárdenas,€3900K,€2K
Cristian Espinoza,€5000K,€6K
Leonardo Rodrigues Lima,€6500K,€1K
Yassine Meriah,€4500K,€1K
Bartosz Bereszyński,€3700K,€24K
Brecht Dejaegere,€4000K,€18K
Brice Samba,€3800K,€24K
Ahmed Hassan,€5000K,€13K
